num_nodes,num_edges,branching_factor,solution_depth,heuristic_available,density,best_algorithm
46,1035,45.0,2,1,1.0,ASTAR
32,73,4.562,4,1,0.1472,HILL
30,260,17.333,8,0,0.5977,DFS
47,387,16.468,10,1,0.358,ASTAR
36,58,3.222,5,1,0.0921,ASTAR
34,167,9.824,7,0,0.2977,DFS
23,76,6.609,2,1,0.3004,HILL
20,121,12.1,9,1,0.6368,ASTAR
23,129,11.217,10,1,0.5099,ASTAR
33,354,21.455,2,1,0.6705,ASTAR
44,444,20.182,4,1,0.4693,HILL
39,331,16.974,8,0,0.4467,DFS
21,122,11.619,5,0,0.581,ASTAR
39,709,36.359,3,0,0.9568,BFS
36,463,25.722,7,0,0.7349,DFS
49,507,20.694,3,0,0.4311,BFS
36,58,3.222,6,0,0.0921,BFS
50,1015,40.6,2,1,0.8286,ASTAR
48,844,35.167,9,0,0.7482,DFS
20,136,13.6,6,0,0.7158,DFS
30,96,6.4,5,0,0.2207,BFS
23,169,14.696,8,1,0.668,ASTAR
48,955,39.792,4,0,0.8466,BFS
42,697,33.19,2,1,0.8095,ASTAR
20,81,8.1,8,0,0.4263,DFS
12,54,9.0,7,1,0.8182,ASTAR
14,66,9.429,5,0,0.7253,BFS
38,529,27.842,1,1,0.7525,ASTAR
12,34,5.667,7,1,0.5152,ASTAR
17,29,3.412,3,1,0.2132,HILL
47,274,11.66,3,1,0.2535,HILL
31,102,6.581,4,1,0.2194,HILL
16,57,7.125,2,1,0.475,HILL
41,810,39.512,4,1,0.9878,ASTAR
38,375,19.737,8,1,0.5334,ASTAR
48,120,5.0,3,0,0.1064,BFS
11,24,4.364,6,1,0.4364,ASTAR
29,394,27.172,3,1,0.9704,ASTAR
38,338,17.789,3,0,0.4808,BFS
28,223,15.929,5,0,0.5899,DFS
47,666,28.34,3,0,0.6161,BFS
42,804,38.286,9,1,0.9338,ASTAR
20,107,10.7,3,1,0.5632,ASTAR
34,529,31.118,3,1,0.943,ASTAR
34,47,2.765,2,1,0.0838,HILL
23,79,6.87,3,1,0.3123,HILL
17,99,11.647,4,1,0.7279,ASTAR
46,979,42.565,1,0,0.9459,BFS
33,372,22.545,1,1,0.7045,ASTAR
31,289,18.645,2,1,0.6215,ASTAR
44,909,41.318,9,0,0.9609,DFS
13,69,10.615,10,0,0.8846,DFS
21,196,18.667,4,0,0.9333,BFS
39,219,11.231,1,1,0.2955,HILL
15,38,5.067,2,0,0.3619,BFS
13,38,5.846,4,0,0.4872,BFS
47,1023,43.532,8,0,0.9463,DFS
13,52,8.0,2,0,0.6667,BFS
38,122,6.421,8,0,0.1735,DFS
47,486,20.681,10,1,0.4496,ASTAR
10,37,7.4,2,1,0.8222,ASTAR
22,171,15.545,10,1,0.7403,ASTAR
26,233,17.923,10,1,0.7169,ASTAR
21,104,9.905,9,1,0.4952,ASTAR
29,163,11.241,9,0,0.4015,DFS
45,559,24.844,5,1,0.5646,ASTAR
21,144,13.714,1,1,0.6857,ASTAR
42,522,24.857,8,0,0.6063,DFS
37,347,18.757,2,1,0.521,HILL
44,885,40.227,3,0,0.9355,BFS
24,77,6.417,5,1,0.279,ASTAR
43,525,24.419,2,1,0.5814,ASTAR
23,168,14.609,3,1,0.664,ASTAR
35,209,11.943,3,0,0.3513,BFS
43,527,24.512,10,1,0.5836,ASTAR
27,143,10.593,5,1,0.4074,ASTAR
29,217,14.966,3,1,0.5345,HILL
32,455,28.438,6,1,0.9173,ASTAR
46,447,19.435,7,0,0.4319,DFS
35,90,5.143,7,1,0.1513,ASTAR
18,133,14.778,5,0,0.8693,DFS
23,191,16.609,5,1,0.7549,ASTAR
11,30,5.455,7,1,0.5455,ASTAR
45,800,35.556,4,0,0.8081,BFS
38,317,16.684,2,0,0.4509,BFS
30,399,26.6,8,1,0.9172,ASTAR
12,60,10.0,7,1,0.9091,ASTAR
48,815,33.958,1,0,0.7225,BFS
31,171,11.032,9,1,0.3677,ASTAR
28,83,5.929,8,0,0.2196,DFS
14,54,7.714,7,0,0.5934,DFS
47,658,28.0,10,0,0.6087,DFS
38,288,15.158,6,1,0.4097,ASTAR
28,38,2.714,3,0,0.1005,BFS
30,213,14.2,8,0,0.4897,DFS
39,271,13.897,8,1,0.3657,ASTAR
26,155,11.923,10,0,0.4769,DFS
36,472,26.222,7,1,0.7492,ASTAR
43,103,4.791,9,1,0.1141,DFS
37,68,3.676,9,1,0.1021,DFS
41,329,16.049,10,1,0.4012,ASTAR
14,85,12.143,2,0,0.9341,BFS
42,130,6.19,10,1,0.151,DFS
22,213,19.364,2,1,0.9221,ASTAR
39,500,25.641,3,1,0.6748,ASTAR
46,392,17.043,8,1,0.3787,ASTAR
35,334,19.086,1,1,0.5613,ASTAR
24,105,8.75,7,0,0.3804,DFS
24,172,14.333,6,1,0.6232,ASTAR
22,218,19.818,10,1,0.9437,ASTAR
46,201,8.739,4,0,0.1942,BFS
21,45,4.286,1,0,0.2143,BFS
44,399,18.136,2,1,0.4218,HILL
24,191,15.917,4,0,0.692,BFS
37,313,16.919,4,0,0.47,BFS
11,18,3.273,8,0,0.3273,DFS
34,59,3.471,8,0,0.1052,DFS
38,486,25.579,7,0,0.6913,DFS
34,160,9.412,2,0,0.2852,BFS
47,295,12.553,3,0,0.2729,BFS
41,798,38.927,10,1,0.9732,ASTAR
30,241,16.067,4,0,0.554,BFS
42,409,19.476,8,1,0.475,ASTAR
39,54,2.769,1,1,0.0729,HILL
35,136,7.771,6,1,0.2286,ASTAR
14,68,9.714,5,0,0.7473,BFS
34,515,30.294,1,1,0.918,ASTAR
30,52,3.467,3,0,0.1195,BFS
10,18,3.6,9,0,0.4,DFS
40,78,3.9,1,0,0.1,BFS
28,217,15.5,10,1,0.5741,ASTAR
36,211,11.722,3,0,0.3349,BFS
21,113,10.762,2,0,0.5381,BFS
23,100,8.696,7,1,0.3953,ASTAR
26,189,14.538,1,0,0.5815,BFS
40,74,3.7,3,1,0.0949,HILL
34,206,12.118,3,0,0.3672,BFS
24,46,3.833,7,0,0.1667,DFS
40,514,25.7,7,1,0.659,ASTAR
48,48,2.0,5,1,0.0426,ASTAR
26,90,6.923,6,1,0.2769,ASTAR
16,76,9.5,8,0,0.6333,DFS
42,173,8.238,3,0,0.2009,BFS
16,106,13.25,7,1,0.8833,ASTAR
16,46,5.75,4,1,0.3833,HILL
29,196,13.517,8,1,0.4828,ASTAR
18,100,11.111,7,1,0.6536,ASTAR
47,116,4.936,7,0,0.1073,DFS
21,23,2.19,3,0,0.1095,BFS
25,106,8.48,7,1,0.3533,ASTAR
40,534,26.7,6,0,0.6846,DFS
46,460,20.0,8,0,0.4444,DFS
26,304,23.385,8,0,0.9354,DFS
42,386,18.381,6,0,0.4483,DFS
41,602,29.366,8,0,0.7341,DFS
31,420,27.097,9,1,0.9032,ASTAR
33,250,15.152,1,0,0.4735,BFS
39,151,7.744,2,1,0.2038,HILL
32,188,11.75,8,1,0.379,ASTAR
15,78,10.4,3,1,0.7429,ASTAR
42,240,11.429,3,0,0.2787,BFS
22,208,18.909,6,0,0.9004,DFS
43,579,26.93,1,1,0.6412,ASTAR
43,212,9.86,6,0,0.2348,BFS
20,181,18.1,10,0,0.9526,DFS
19,156,16.421,10,1,0.9123,ASTAR
27,51,3.778,7,1,0.1453,ASTAR
43,473,22.0,8,1,0.5238,ASTAR
29,28,1.931,2,1,0.069,HILL
29,134,9.241,10,0,0.33,DFS
36,178,9.889,3,1,0.2825,HILL
25,224,17.92,3,1,0.7467,ASTAR
22,84,7.636,6,0,0.3636,ASTAR
18,119,13.222,2,0,0.7778,BFS
19,88,9.263,6,0,0.5146,ASTAR
43,147,6.837,10,1,0.1628,DFS
38,342,18.0,2,1,0.4865,HILL
31,169,10.903,1,1,0.3634,HILL
26,82,6.308,8,1,0.2523,DFS
41,816,39.805,5,0,0.9951,DFS
15,91,12.133,10,1,0.8667,ASTAR
41,758,36.976,7,1,0.9244,ASTAR
16,113,14.125,5,1,0.9417,ASTAR
50,1089,43.56,6,1,0.889,ASTAR
26,207,15.923,2,0,0.6369,BFS
41,288,14.049,10,1,0.3512,ASTAR
37,308,16.649,2,1,0.4625,HILL
46,429,18.652,10,1,0.4145,ASTAR
16,90,11.25,2,0,0.75,BFS
25,208,16.64,10,1,0.6933,ASTAR
12,33,5.5,8,1,0.5,ASTAR
43,80,3.721,7,1,0.0886,ASTAR
11,23,4.182,10,0,0.4182,DFS
31,80,5.161,5,1,0.172,ASTAR
39,297,15.231,6,1,0.4008,ASTAR
25,165,13.2,8,0,0.55,DFS
50,587,23.48,3,0,0.4792,BFS
45,707,31.422,6,1,0.7141,ASTAR
21,147,14.0,2,1,0.7,ASTAR
44,800,36.364,4,1,0.8457,ASTAR
16,107,13.375,2,1,0.8917,ASTAR
41,694,33.854,3,1,0.8463,ASTAR
41,399,19.463,6,1,0.4866,ASTAR
20,62,6.2,6,0,0.3263,ASTAR
42,758,36.095,9,1,0.8804,ASTAR
44,225,10.227,7,0,0.2378,DFS
15,105,14.0,10,1,1.0,ASTAR
19,105,11.053,9,1,0.614,ASTAR
34,139,8.176,5,0,0.2478,BFS
24,136,11.333,1,0,0.4928,BFS
27,39,2.889,8,0,0.1111,DFS
24,85,7.083,4,1,0.308,HILL
23,59,5.13,1,1,0.2332,HILL
11,49,8.909,8,1,0.8909,ASTAR
45,625,27.778,4,1,0.6313,ASTAR
43,636,29.581,7,1,0.7043,ASTAR
33,443,26.848,5,1,0.839,ASTAR
25,187,14.96,9,1,0.6233,ASTAR
18,99,11.0,4,0,0.6471,BFS
42,766,36.476,8,1,0.8897,ASTAR
48,513,21.375,6,0,0.4548,DFS
46,901,39.174,1,1,0.8705,ASTAR
41,645,31.463,7,0,0.7866,DFS
20,24,2.4,9,1,0.1263,DFS
13,56,8.615,8,0,0.7179,DFS
32,64,4.0,5,1,0.129,ASTAR
11,55,10.0,10,1,1.0,ASTAR
18,118,13.111,4,1,0.7712,ASTAR
29,197,13.586,4,1,0.4852,HILL
44,740,33.636,10,1,0.7822,ASTAR
49,156,6.367,6,0,0.1327,BFS
14,91,13.0,2,1,1.0,ASTAR
22,84,7.636,10,0,0.3636,DFS
11,51,9.273,8,0,0.9273,DFS
16,66,8.25,10,1,0.55,ASTAR
34,518,30.471,3,1,0.9234,ASTAR
29,209,14.414,3,1,0.5148,HILL
41,132,6.439,3,1,0.161,HILL
24,112,9.333,2,1,0.4058,HILL
16,82,10.25,5,0,0.6833,BFS
45,104,4.622,6,0,0.1051,BFS
43,54,2.512,1,1,0.0598,HILL
11,46,8.364,10,1,0.8364,ASTAR
21,68,6.476,10,1,0.3238,DFS
23,110,9.565,2,0,0.4348,BFS
46,226,9.826,8,0,0.2184,DFS
38,68,3.579,10,0,0.0967,DFS
17,119,14.0,5,1,0.875,ASTAR
21,171,16.286,9,0,0.8143,DFS
41,237,11.561,10,0,0.289,DFS
31,262,16.903,9,1,0.5634,ASTAR
17,101,11.882,9,0,0.7426,DFS
33,104,6.303,4,1,0.197,HILL
35,76,4.343,6,0,0.1277,BFS
40,714,35.7,10,0,0.9154,DFS
15,98,13.067,6,1,0.9333,ASTAR
22,93,8.455,6,0,0.4026,DFS
28,347,24.786,7,1,0.918,ASTAR
15,76,10.133,1,1,0.7238,ASTAR
45,539,23.956,10,1,0.5444,ASTAR
28,377,26.929,1,0,0.9974,BFS
15,53,7.067,10,0,0.5048,DFS
13,15,2.308,1,1,0.1923,HILL
32,306,19.125,1,1,0.6169,ASTAR
43,224,10.419,9,1,0.2481,DFS
12,24,4.0,2,1,0.3636,HILL
24,205,17.083,6,0,0.7428,HILL
23,168,14.609,10,0,0.664,DFS
34,243,14.294,2,1,0.4332,HILL
25,193,15.44,3,1,0.6433,ASTAR
33,501,30.364,7,0,0.9489,DFS
48,551,22.958,10,1,0.4885,ASTAR
37,620,33.514,5,0,0.9309,DFS
27,235,17.407,1,1,0.6695,ASTAR
34,317,18.647,4,1,0.5651,ASTAR
10,35,7.0,1,1,0.7778,ASTAR
24,41,3.417,2,0,0.1486,BFS
41,108,5.268,3,1,0.1317,HILL
26,228,17.538,5,1,0.7015,ASTAR
46,312,13.565,2,0,0.3014,BFS
22,43,3.909,9,1,0.1861,DFS
43,78,3.628,8,1,0.0864,DFS
24,32,2.667,7,0,0.1159,DFS
14,43,6.143,7,1,0.4725,ASTAR
19,131,13.789,10,0,0.7661,DFS
42,826,39.333,4,0,0.9593,BFS
12,47,7.833,1,0,0.7121,BFS
26,114,8.769,6,1,0.3508,ASTAR
13,62,9.538,7,0,0.7949,DFS
42,106,5.048,4,0,0.1231,BFS
31,366,23.613,8,0,0.7871,DFS
14,44,6.286,10,1,0.4835,ASTAR
19,158,16.632,6,0,0.924,BFS
36,565,31.389,9,0,0.8968,DFS
20,101,10.1,6,0,0.5316,BFS
24,24,2.0,7,0,0.087,DFS
34,155,9.118,4,0,0.2763,BFS
14,15,2.143,8,1,0.1648,DFS
49,840,34.286,8,0,0.7143,DFS
49,560,22.857,6,1,0.4762,ASTAR
19,134,14.105,9,1,0.7836,ASTAR
28,353,25.214,3,1,0.9339,ASTAR
20,113,11.3,1,1,0.5947,ASTAR
19,28,2.947,8,1,0.1637,DFS
44,915,41.591,4,1,0.9672,ASTAR
50,771,30.84,4,1,0.6294,ASTAR
36,506,28.111,8,1,0.8032,ASTAR
39,410,21.026,6,1,0.5533,ASTAR
18,152,16.889,4,0,0.9935,BFS
22,166,15.091,4,1,0.7186,ASTAR
45,927,41.2,7,1,0.9364,ASTAR
23,122,10.609,3,1,0.4822,HILL
38,344,18.105,10,1,0.4893,ASTAR
23,108,9.391,9,0,0.4269,DFS
43,484,22.512,3,1,0.536,HILL
23,120,10.435,10,0,0.4743,DFS
46,832,36.174,3,1,0.8039,ASTAR
22,59,5.364,7,1,0.2554,ASTAR
18,141,15.667,6,0,0.9216,BFS
15,16,2.133,1,0,0.1524,BFS
15,54,7.2,6,0,0.5143,DFS
29,61,4.207,6,1,0.1502,ASTAR
38,523,27.526,6,0,0.744,DFS
16,117,14.625,9,0,0.975,DFS
19,59,6.211,7,0,0.345,DFS
49,887,36.204,3,1,0.7543,ASTAR
27,153,11.333,2,0,0.4359,BFS
16,111,13.875,1,0,0.925,BFS
40,427,21.35,8,0,0.5474,DFS
47,788,33.532,8,0,0.729,DFS
11,41,7.455,10,1,0.7455,ASTAR
15,61,8.133,2,0,0.581,BFS
29,374,25.793,7,0,0.9212,DFS
22,183,16.636,6,1,0.7922,ASTAR
15,59,7.867,10,1,0.5619,ASTAR
47,901,38.34,3,1,0.8335,ASTAR
22,152,13.818,5,0,0.658,DFS
13,42,6.462,5,1,0.5385,ASTAR
37,381,20.595,1,1,0.5721,ASTAR
39,713,36.564,2,1,0.9622,ASTAR
18,19,2.111,10,0,0.1242,DFS
22,141,12.818,7,1,0.6104,ASTAR
27,218,16.148,6,1,0.6211,ASTAR
37,452,24.432,6,0,0.6787,DFS
26,307,23.615,4,1,0.9446,ASTAR
15,71,9.467,2,1,0.6762,ASTAR
17,18,2.118,3,0,0.1324,BFS
21,115,10.952,2,0,0.5476,BFS
25,68,5.44,2,0,0.2267,BFS
31,346,22.323,2,0,0.7441,BFS
39,684,35.077,6,0,0.9231,DFS
13,29,4.462,4,0,0.3718,BFS
15,14,1.867,7,0,0.1333,DFS
15,63,8.4,6,0,0.6,DFS
41,659,32.146,3,1,0.8037,ASTAR
47,171,7.277,8,0,0.1582,DFS
15,36,4.8,4,1,0.3429,HILL
44,632,28.727,4,0,0.6681,BFS
14,37,5.286,3,1,0.4066,HILL
24,64,5.333,7,1,0.2319,ASTAR
42,696,33.143,5,0,0.8084,DFS
32,407,25.438,4,0,0.8206,BFS
26,169,13.0,3,0,0.52,BFS
41,392,19.122,1,1,0.478,HILL
38,49,2.579,2,1,0.0697,HILL
33,389,23.576,10,0,0.7367,DFS
30,259,17.267,6,1,0.5954,ASTAR
29,278,19.172,6,0,0.6847,DFS
20,29,2.9,6,1,0.1526,ASTAR
39,370,18.974,7,1,0.4993,ASTAR
39,501,25.692,3,0,0.6761,BFS
34,462,27.176,1,0,0.8235,BFS
34,185,10.882,7,1,0.3298,ASTAR
21,58,5.524,10,0,0.2762,DFS
11,35,6.364,8,0,0.6364,DFS
22,26,2.364,8,1,0.1126,DFS
45,328,14.578,4,0,0.3313,BFS
41,483,23.561,7,0,0.589,DFS
13,57,8.769,2,0,0.7308,BFS
40,661,33.05,5,0,0.8474,DFS
41,261,12.732,7,1,0.3183,ASTAR
29,351,24.207,3,1,0.8645,ASTAR
49,926,37.796,10,0,0.7874,DFS
43,330,15.349,6,1,0.3654,ASTAR
18,111,12.333,10,1,0.7255,ASTAR
38,415,21.842,7,0,0.5903,DFS
30,381,25.4,4,1,0.8759,ASTAR
40,326,16.3,9,1,0.4179,ASTAR
31,387,24.968,4,0,0.8323,BFS
50,1221,48.84,4,0,0.9967,BFS
25,274,21.92,10,1,0.9133,ASTAR
30,290,19.333,2,1,0.6667,ASTAR
49,706,28.816,2,1,0.6003,ASTAR
27,60,4.444,8,1,0.1709,DFS
27,99,7.333,6,0,0.2821,BFS
24,185,15.417,1,1,0.6703,ASTAR
49,1036,42.286,9,0,0.881,DFS
30,277,18.467,6,0,0.6368,DFS
22,173,15.727,10,0,0.7489,DFS
13,36,5.538,9,1,0.4615,ASTAR
34,466,27.412,1,1,0.8307,ASTAR
19,93,9.789,1,0,0.5439,BFS
36,115,6.389,6,1,0.1825,ASTAR
19,132,13.895,7,0,0.7719,DFS
30,84,5.6,5,1,0.1931,ASTAR
48,975,40.625,5,0,0.8644,DFS
30,37,2.467,2,0,0.0851,BFS
45,532,23.644,6,0,0.5374,DFS
34,59,3.471,7,1,0.1052,ASTAR
30,342,22.8,1,1,0.7862,ASTAR
46,85,3.696,9,0,0.0821,DFS
18,144,16.0,2,0,0.9412,BFS
16,81,10.125,3,0,0.675,BFS
33,214,12.97,6,0,0.4053,BFS
41,450,21.951,9,0,0.5488,DFS
35,192,10.971,9,0,0.3227,DFS
38,199,10.474,2,1,0.2831,HILL
13,15,2.308,1,0,0.1923,BFS
12,25,4.167,4,0,0.3788,BFS
18,145,16.111,6,1,0.9477,ASTAR
50,859,34.36,1,1,0.7012,ASTAR
36,598,33.222,2,0,0.9492,BFS
12,24,4.0,4,1,0.3636,HILL
15,88,11.733,6,0,0.8381,DFS
44,50,2.273,10,1,0.0529,DFS
33,293,17.758,7,0,0.5549,DFS
